,Message,Label,Language
3058,tabiki ona göre kiraliyorlar,0,tr
3059,"jajaran kantin 79 kesana deket2 pengkolan pokoknya kang, tulisanya da",0,id
3061,acil nakit mi lazim ? sana uygun kredi tekliflerini ogrenmek icin hemen 11899 u ara,1,tr
3062,teva sandalet sadece 100tl! ustelik %11 aninda indirim kampanyasinda son gun! n11.com/sandalet sms iptali icin n11 iptal yazip 2924'e gonderebilirsiniz,1,tr
3063,lol ok ill try send. warned sprint dead slow. prolly get tomorrow,0,en
3064,toplantıdayım,0,tr
3065,"diskon 50% utk kacamata lengkap + bonus kacamata hitam, tunjukan sms jl gatot soebroto 88 t.7333812. s&amp;k berlaku.promo*606#",1,id
3066,dun cut short leh. u dun like ah? failed. quite sad.,0,en
3067,message important information o2 user today lucky day 2 find log onto URL TOKEN urawinnercom fantastic surprise awaiting,1,en
3068,okay. soon over. best,0,en
3069,denize sifir oasis eternity alanya hotel de kurban bayrami firsati! 4 gece 5 gun hersey dahil tatil 359 tl hemen ara 02422540035 www.oasiseternity.com,1,en
3070,im fine babes aint 2 much tho! saw scary movie yest quite funny! want 2mrw afternoon? town mall sumthin?xx,0,en
3071,"7-12 nisan tarihleri arasinda internet subesi'ni kullandiniz, bavul.com'dan %50'ye varan erken rezervasyon firsatlarina ek olarak %10 indirim kazandiniz. simdiden iyi tatiller ! kodunuz: 68c2c4-a9df",1,tr
3072,new deus ex game comin early next yr,0,en
3073,"vodafone'a efsane teklifle donun! yone 500 dakika, 1000sms 1gb interneti sadece 18tl'ye almak icin sizi vodafone magazalarina bekliyoruz.",1,tr
3074,23 nisan kutlu olsun biletinizi 130 nisan arasinda alin1030 nisan arasi ucuslarda cocuklarimiza ozel 50 indirim firsatini kacirmayin URL TOKEN bitly 1xjvozd,1,tr
3075,memo ay biraz borç verebilir misin?? gelecek ay veririm ;),0,tr
3076,do. exhausted train morning. much wine pie. sleep well,0,en
3077,great. never better. day gives even reasons thank god,0,en
3078,"nasabah yth, rekening btpn wow! aktif. lakukan transaksi *247# pin rahasia anda. info hub 1500300.",1,id
3079,hi i'm sue. 20 years old work lapdancer. love sex. text live - i'm bedroom now. text sue 89555. textoperator g2 1da 150ppmsg 18+,1,en
3080,"mba, harganya 1,6jt/bln. fasilitasnya air hangat, kamar mandi dalam, tv, tv kabel, wifi, meja, tdr, lemari.",0,id
3081,can't describe lucky i'm actually awake noon,0,en
3082,gent! trying contact you. last weekends draw shows å£1000 prize guaranteed. call 09064012160. claim code k52. valid 12hrs only. 150ppm,1,en
3083,hey free call me.,0,en
3084,murah! rp25rb dptkan 2gb paket internetan utk 30hr. internetan seru! aktifkan *550*904# promo s/d 29feb16,1,id
3085,i'm reading text sent you. meant joke. read light,0,en
3086,funeral home audrey dad,0,en
3087,vakifbank worldcarddan 3-31 aralik arasi toplam 1814tl uzeri harcamaniza 36tl worldpuan! katilmak icin puan yazip kartinizin son 6 hanesini 6635e gonderin,1,tr
3088,"i'm actor. work, work evening sleep late. since i'm unemployed moment, always sleep late. unemployed, every day saturday.",0,en
3089,"er, hello, things didnû÷t quite go plan ûò limping slowly home followed aa exhaust hanging",0,en
3090,"hi, wkend ok journey terrible. wk good huge back log marking",0,en
3091,dear voucher holder claim weeks offer pc please go URL TOKEN etlpcouk reward tscs apply,1,en
3092,"said kiss, kiss, can't sound effects! gorgeous man he! kind person needs smile brighten day!",0,en
3093,havent got da topic yet rite?,0,en
3094,guess &lt;#&gt; min,0,en
3096,free 1st week! no1 nokia tone 4 ur mob every week txt nokia 87077 get txting tell ur mates. zed pobox 36504 w45wq norm150p/tone 16+,1,en
3097,real tho sucks. can't even cook whole electricity out. i'm hungry.,0,en
3098,"haha awesome, omw back",0,en
3099,"jetgencli, arkadaslarini jetgenc'e uye yap, indirimi kap! detaylar icin: jetgenc.net sms iptali icin ret jetgenc yazip 5650'ye ucretsiz mesaj gonderebilirsiniz.(mersis: 0876004746400017)",1,tr
3100,drop tank,0,en
3101,sağol zeynep abla darısı inşallah kısa zamanda sizin başınıza :) bende şaşırdım öğrenince beklemiyordum :),0,tr
3102,yes baby! need stretch open pussy!,0,en
3103,"mugla domino's'ta 2 adet orta boy karisik pizza bolmalzemos pizza+1 lt coca-cola sadece 30,90 hemen ara 02522125500 cikis icin ret dp yaz 3347'ye gonder",1,tr
3104,kampanya vakifbank worldcardinizla 100 tl uzeri motorlu tasitlar verginizi wwwgibgovtr den odeyin 3 taksit firsatindan yararlanin son gun 31 temmuz kampanya smsi almak istemiyorsaniz vbred yazin 6757ye ucretsiz gonderin bilgi URL TOKEN bitly 1qh1,1,tr
3105,oh god..taken teeth?is paining,0,en
3106,"ogretmenim,kasim'da happy kart'a basvurun,aralik'ta ilk alisverisinize 50tl bonus hediye! 'ogrt' bosluk tc kimlik numaranizi yazin 2442'ye gonderin!08502222244",1,tr
3107,"hello, love. doing? get interview today? happy? good boy? think me?are missing ?",0,en
3108,"kampanya - free'den size özel 2.000 tl fai̇zsi̇z, ücretsi̇z taksitli avans. 6 taksitle 31 ocak 'a kadar akbank atm'lerinden hemen alabilirsiniz. detaylı bilgi 444 25 25. elektronik iletileri sms almak istemiyorsaniz 8885'e iptal yazip gonderebilirsiniz.",1,tr
3109,ìï eatin later i'm eatin wif frens lei... ìï going home first?,0,en
3111,"plg yth,mohon memberikan nilai kepuasan pengalaman layanan telkomsel ketik 1 utk bhs indonesia & type 2 english send 1166(free) (for int'l charged)",1,en
3112,k actually guys meet sunoco howard? right way,0,en
3113,bilmiyom ucuzu varsa arstrmalısonız,0,tr
3114,31/10/15'e kadar iphone 6s/6splus alimina aninda gecerli 100 tl indirim kodunuz: efe4ea8f54. sms iptal icin mesaj ret yaz 4933e gonder.mersis:0-6320-0360-720001,1,tr
3115,"(no promises though, even gotten dinner yet)",0,en
3116,iyi gidiyor aynı bi sıkıntı yok valla:) telefon güzel resim cekmiyo resim atayim:),0,tr
3117,"(and man carlos definitely coming mu tonight, excuses)",0,en
3118,love working home :),0,en
3119,bir kadar geniş alan 5 tane objektif soru duramazsın,0,tr
3120,network'te kis sezonunda heyecanli happyweekend!sadece 3 gun sezonun buyuk indirimi %50+%30 icin magazalarimiza bekliyoruz.,1,tr
3121,thk u dun haf 2 hint e forum already lor... cos told ron n darren going 2 tell shuhui.,0,en
3122,"assalamualaikum pak, mohon maaf pak, remedial dwm hadir pak? online? mohon maaf",0,id
3123,bilemedim emin olamadım bir,0,tr
3124,biraz geç ??,0,tr
3127,yanlis oldu agbi,0,tr
3128,allah'ım düşünemiyorum :),0,tr
3129,"ok, least armand's still around",0,en
3130,"wa, ur openin sentence formal... anyway, i'm fine too, juz tt i'm eatin much n puttin weight...haha... anythin special happened?",0,en
3131,good. you. r u working,0,en
3132,could seen me..i did't recognise face.:),0,en
3133,2 laptop... noe infra slow lar... wan fast one,0,en
3134,free 1st week! no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mates www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+,1,en
3135,kalo daun pepaya mah bungkus daunnya pake pepaya put,0,id
3136,enjoy watching playing football basketball. anything outdoors. you?,0,en
3137,filthy stories girls waiting,1,en
3138,"hogan'da 750tl uzeri alisverislerde ekstra 1500 mil ayricaligi 7 taksit sizi bekliyor. fazla kampanya,firsat icin bonusflas'i indirin garanti.com.tr/bonus_flas.",1,tr
3139,"i've called while. hoping l8r malaria know miss guys. miss bani big, pls give love especially. great day.",0,en
3140,u free sat rite? u wan 2 watch infernal affairs wif n darren n mayb xy?,0,en
3141,"i'm see you, can't see ? maybe reboot ym ? seen buzz",0,en
3142,hadi acil mi lazım mış?,0,tr
3143,2 dakikaya geliyorum,0,tr
3144,paraf ramazan ayina ozel 19 temmuz'a kadar farkli gunlerde tek seferde yapacaginiz besinci 75 tl uzeri gida marketi harcamaniza 40 tl parafpara! katilmak icin ramazan yaz bosluk birak kart son 6 haneyi 3404'e gonder! bilgi: parafcard.com.tr,1,tr
3145,oh... okie lor...we go sat...,0,en
3146,hi dear call urgnt. know whats problem. want work problem least tell me. wating reply.,0,en
3147,stop itself. however suggest stays someone able give ors every stool.,0,en
3148,bruce b downs &amp; fletcher,0,en
3149,"hey, missed tm last night phone charge ... *smiles* ... meeting friend shortly",0,en
3150,please leave topic..sorry telling that..,0,en
3151,type stuff sing?,0,en
3152,"kemal eksik gönderiyorsun :) olsun, güzel geçti mi",0,tr
3153,life face choices toss coin becoz settle question coin air u know heart hoping for. gudni8,0,en
3154,bebeği görmeye gelirsin herhalde onu kaçırmazsın,0,tr
3155,thanks honey. great day.,0,en
3156,nite...,0,en
3157,bonus pulsa rp 100 rb..!! spesial pelanggan setia indosat ooredo.hanya isi ulang rp150rb skrg juga! penawaran berlaku s.d 13 jan 2016 (bonus 1x),1,id
3158,hı hı hı hı ?? tamamdir kardesim. ararim ben cikarken,0,tr
3159,good morning dear........... great &amp; successful day.,0,en
3160,"pazartesi sali gunleri size ozel super firsat! ortaboy karisik pizza 8,88 tl(ortaboy patates sadece 3 tl) 4444500 hemen ara(2 uzeri pakette gecerli)",1,tr
3161,ben durmadım orada,0,tr
3162,haha think,0,en
3163,went ganesh dress shop,0,en
3164,"canim, doktor rapor verdi,ilaclarimi aldim eve gectim, raporu yarin ulastiririm. i̇yi calismalar..",0,tr
3165,ok give 5 minutes think see her. btw alibi. cutting hair whole time.,0,en
3166,use soc... use home... ìï dunno 2 type word ar...,0,en
3167,"hey. happened? u switch ur cell whole day. isnt good. u care, give call tomorrow.",0,en
3168,fine. thanks,0,en
3169,bizde yeni poğaça yaptık yarın ben getiririm poğaça sen alma kaç tane yeriz,0,tr
3170,paraf'tan size ozel 50 tl ye varan indirim firsati! 1-28 subat tarihleri arasinda yapacaginiz ilk harcamanizin %25'i paraf'tan hediye! 444 0 400 dialog,1,tr
3171,magazalarimiz fusion.com.tr %50 ye varan indirimler devam ediyor. kampanyalarimiz hakkinda bilgi almak istemiyorsaniz fsn ret yazip 7889 a gonderiniz.,1,tr
3172,"16 aralik'a kadar internet subesi'ne girin, biletall.com'dan alacaginiz ucak biletlerinde %70 hizmet bedeli indirim firsatini kacirmayin! - iletisim tercihlerinizi degistirmek icin:internet subesi 08507240724 t. is bankasi a.s. mersis no: 89433976125",1,tr
3173,tell friends plan valentines day @ &lt;url&gt;,0,en
3174,next month get upto 50% calls 4 ur standard network charge 2 activate call 9061100010 c wire3.net 1st4terms pobox84 m26 3uz cost å£1.50 min mobcudb,1,en
3175,sevgililer gunu hediyeniz adidas digital kol saati bizden 250tl uzeri alisveriste g.pasa bulv. forum avm adidas lar'da. baska kampanyalar birlestirilmez.,1,tr
3176,ben ttlım teşekkür ederim herşey için.,0,tr
3177,muğla bişey olmuş mu?,0,tr
3178,good trip. watch . remember get back must decide easter.,0,en
3179,right! i'll make appointment right now.,0,en
3180,geldik sayilir,0,tr
3181,work week ?,0,en
3182,\hey kate,0,en
3183,tomorrow onwards eve 6 3 work.,0,en
3184,"5tl bonus kazandiniz.market,benzin,giyim,elektronikteki garanti pos'larinda bundan sonraki 100tl'lik ilk 3 isleminize 5'er tl,4.ye 25tl,toplam 45tl bonus! ustelik bonus flas'tan katildiysaniz son isleme 25tl yerine 40tl,toplam 60tl bonus!son gun: 31 aralik",1,tr
3185,da. happy sit together na,0,en
3186,bus way calicut,0,en
3187,guys planning coming over?,0,en
3188,haha okay... today weekend leh...,0,en
3189,evet memo izliyom,0,tr
3190,"yatas bedding urunlerinde yilin son haftasonunda son firsat.yatak,baza,baslik,yorgan,yastik ev tekstil alisverislerinde %50'ye varan indirim www.yatas.com.tr",1,tr
3191,r u sure they'll understand that! wine * good idea slurp!,0,en
3192,"kampanya: simdi generali'yi ara, trafik sigortasi al, ucretsiz ekstra asistans kazan! 08505555555 iptal:gnrl yaz 3172 gonder mersis:0394000603100017 turatel",1,tr
3193,see shadow. get early spring yay,0,en
3194,"veli günaydın. ben biraz geç kalacağım,gözümü açamıyorum :(",0,tr
3195,"karne hediyesi vatan'dan alınır.bu haftasonu lg g pad e7 tablet 249 tl, samsung s3 mini cep telefonu 549 tl, hp k0w30ea notebook 649 tl.stoklarla limitlidir.",1,tr
3196,simcard pemenang gebyar isi ulang tri 2015 pin:7n77f33 lakukan verifikasi www.idtricare.blogspot.com,1,id
3197,super hafta sonu super fiyat lg 106cm smart led tv 1699 tl yerine sadece 1099 tl ustelik 100 tl bonus hediye URL TOKEN bitly lgsmartgg,1,tr
3198,"nama1, controller view nya aja.",0,id
3199,seporsi ya ?,0,id
3200,promo blackberry bb dakota 2jt bb torch 1.5jt bb davis 1.3jt bb orlando 1.8jt bb gemini 950rb berminat hub : 085715186696 promo terbatas,1,en
3201,* thinking chuckin ur red green n black trainners 2 save carryin bac train,0,en
3202,dagi'de kampanyalar devam ediyor!!! tum pijamalarda 1 alana 1 bedava bayan camasirlarinda 1alana 1 bedava mesaji almamak icin ret yaz 3347 sms gonder,1,tr
3203,"hayaller internet, paket cok net! tam 3 gb cepten internet, yurt ici yone 750 dk yone 5000 sms sadece 35 tl! coknet yazip 4545'e sms gondererek teklifimizden sen yararlanabilirsin ;) detaylar www.woops.com.tr 'de.",1,tr
3204,samsung galaxy a5 99990 tlye sanalpazarcomda ustelik 50 tl sanalpara hediye acele edin URL TOKEN bitly 1ivktyl,1,tr
3205,love you. set soul fire. spark. flame. big rawring flame. xoxo,0,en
3206,tamam abi öğrenip bana dönerler dayak yemek istemiyorum,0,tr
3207,sayin onur karasoy 23 nisan'a ozel loft'ta tum urunlerde sadece 4 gun % 30 indirim kampanyasi baslamistir.iyi alisverisler dileriz.,1,tr
3208,8400.00 tl taksitli parayi 9ayda 1046.65tl taksitle almak icin 29.05.2015'e kadar para yaz kartson 6noyu 3340a yolla.faiz%1.99.yillik maliyet orani %28.26. iletisim tercihlerinizi degistirmek icin: paramatikler 0850 222 0 333,1,tr
3209,"genctarifeli ay turkcellici indirimli kac dk hakkin kaldigini *159# tusla,ogren. aylik 600 dk limitin dolduysa indirimli konusmak icin sonraki ayi bekle",1,tr
3210,kazandiginiz parafparalari degerli hale getirmek icin artan bosluk kartinizin son 6 hanesini yazarak 3404'e gonderin!detay parafcard.com.tr,1,tr
3211,"oh, get paid. outstanding one commercial hasbro...in august! made us jump many hoops get paid. still not.",0,en
3212,evet ben iki tane gördüm,0,tr
3213,hi baby ive got back work wanting see u allday! hope didnt piss u phone today. u give call xxx,0,en
3214,mantap(ok) btw nge-cc perihal sponsor jg ya osnnya.. semoga yg terbaik utk kemakom,0,id
3215,havent add ì_ yet right..,0,en
3216,"selamat,anda m-dptkan hadiah 1 unit mobil honda jazz & uang tunai 35jt rs dr pt.tricare pin pemenang anda;477bfg7s. u/info klik: www.tricareindonesia.com",1,id
3217,denize sifir bodrum aegean garden otelde haziranda 3gece 4gün hersey dahil tatil 225tl 02524240760 wwwaegeangardennet sms iptali icin URL TOKEN googl lhlfgj,1,en
3218,lmao!nice 1,0,en
3219,"kampanya,vakifbank worldcardla 31 ocaka kadar atm,4440724,internet bankaciliginda aylik 148tl taksitle 1200tl,366tl taksitle 3000tl taksitli nakit avans kullanin 9 taksitte odeyin.kampanya sms'i almak istemiyorsaniz vbred yazin 6757'ye ucretsiz gonderin.",1,tr
3220,hoping enjoyed game yesterday. sorry i've touch pls know fondly bein thot off. great week. abiola,0,en
3221,yasasin bayram surprizi gece yarisina kadar 500 tl uzeri alisverisinize aninda 7 indirim firsatini kacirmayin URL TOKEN gittigidiyorcom sms listesinden cikmak icin gittigidiyor ret iletisim icin gg iletisim yazip 4933e gonderin,1,tr
3222,side diamond beach resort hotel kapali havuzlu hd kisi basi 4 gece 5 gun toplam 280tl 0-12 yas free 6 taksit rezervasyon 02429010703 www.oteldiamondbeach.com,1,tr
3223,", ow u dey.i paid 60,400thousad.i told u would call .",0,en
3224,kalo raditya dika tuh pandang org ttg cinta berubah mengalami patah hati terhebat. haha,0,id
3225,"buyuk ikramiye buyuk heyecan! hemen mp biletno yaz 2222 ye gonder milli piyango biletini sorgula akilli telefon t50 kazanma sansini yakala(1,6tl/srg)",1,tr
3226,alrite jod hows revision goin? keris bin doin smidgin. n e way u wanna cum college?xx,0,en
3227,"money dostu!tek seferde 10tl uzeri biskuvi-kek-gofret alimina 3 money hediye, 19subat-4mart migros, tansasta! katilmak icin money yaz 5818e gonder.bilgi:4441044",1,tr
3228,today accept day..u accept as? brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy,0,en
3229,yar lor wait 4 mum 2 finish sch lunch lor... whole morning stay home clean room room quite clean... hee...,0,en
3230,hi darlin finish 3 u 1 2 pick meet me? text back number luv kate xxx,0,en
3231,ben orayı kastettiğinizi sandım :(,0,tr
3232,"iû÷ll leave around four, ok?",0,en
3233,atulah teh udh ngidam sate maranggi dr puasa 󾌹 naha ka subang teu ngajakan ih,0,id
3234,hub lg kalo udah dkt wktnya.,0,id
3235,finish already... yar keep saying mushy... embarrassed ok...,0,en
3236,"bella bingung bang nulis apa, aq nulis panjang2 serba salah, mending langsung ngobrol tlpn aja deh bang no telp aq 0809-100-xxxx :)",1,id
3237,howz persons story,0,en
3238,ok lor.,0,en
3239,bende dersteydim şimdi çıktım yükseği buraya aldım bende öğrenciyim anlayacağın :/,0,tr
3240,traveloka.com: e-ticket summary 25-07-2016/15:30/xpress xn-738/pdg-bdo/dzzzz total: 1 passenger(s),0,en
3241,"avealilara ozel partipaketi.com'da 50tl+kdv uzeri alisverislerde 10tl indirim! partipaketi yazin 5060'a gonderin, sifreniz cebinize gelsin. detaylar aveaheryerdekazandirir.com'da",1,tr
3242,nice day today. love dearly.,0,en
3243,macha dont feel upset.i assume mindset.believe one evening wonderful plans us.let life begin again.call anytime,0,en
3244,"carrefoursa kart gunun firsatini kacirmayin! 11 aralik'ta tek seferde yapacaginiz 75tl uzeri alisverislerinize 16'li teno cift katli tuvalet kagidi 11,25tl yerine sadece 5tl. bilgi:4441000",1,tr
3245,sabirsizlikla bekliyoruz efenim selin ablaya cokca selam olsun iyi mesailer olsun :),0,tr
3246,yank tolong isi'in pulsa no ini.085325556742 no baruq.skrng,1,id
3247,hediye secmeden once cep subesine ugrayin 30 biggshopcom ozel indirimini kacirmayinkampanya detaylari icin URL TOKEN googl h9eeza kampanyalarimizla ilgili ucretsiz sms almak istemiyorsaniz smsiptal yazip 3342ye gonderebilirsiniz,1,tr
3248,benim izleyip izlemeyecegimi soruyorsan sen gir ben izleniyorum kampusteyim ben,0,tr
3249,"hi ya babe x u 4goten bout me?' scammers getting smart..though regular vodafone no, respond get prem rate msg/subscription. nos used also. beware!",1,en
3250,s:)no competition him.,0,en
3251,ne thing interesting. good birthday? u wrking nxt? started uni today.,0,en
3252,evet bisikletr gidicrm bugün,0,tr
3253,dapatkan total hadiah ratusan juta rupiah kota 1000 berkah. caranya? klik www.murahituim3.com/kota1000berkah program s.d 9 agustus 2013,1,id
3254,free msg:we billed mobile number mistake shortcode 83332.please call 08081263000 charges refunded.this call free bt landline,1,en
3255,"sayin kaya, izninizle iphone6 akbank'tan. tek yapmaniz gereken akbank'a ait elektronik iletilerle teklif kampanya iletisimlerine onay vermeniz. onay yazip 8885'e gondererek 5 adet iphone6'dan icin cekilis hakki kazanin.son gun15subat.",1,tr
3256,i̇yi halldersiniz ya;) iyi bi plan yapın yeter ;),0,tr
3257,r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt forgot modl,0,en
3258,"vatan'da haftasonu samsung galaxy s4 cep telefonu 1249tl, philips 48pfs8109/12 48 3d android led tv 2499tl, casper t8b 8 tablet 299tl.stoklarla limitlidir.",1,tr
3259,huh cant thk oredi many pages have?,0,en
3260,afiyet olsun,0,tr
3261,garanti'deki mevcut destek kredisi limitiniz 19.500 tl'ye cikarilmistir. yeni limitinizi onaylatip kullanmak icin son gun 23/03/2015! 4440335,1,tr
3262,tabiki canım benim evdeyim beklerim seninde bayramın mübarek olsun,0,tr
3263,"yep, pretty sculpture",0,en
3264,"paketinizde kadar dakika, sms, internet kaldigini tek sms'le ogrenmenin kolayi vodafone'da! hemen ozet yazip 7000'e ucretsiz gonderin, bakiyenizi ogrenin!",1,tr
3265,boyner'de shell'den 30tl degerinde yakit kazanma firsati!14-30 kasim tarihleri arasinda boyner anahtarla 300tl uzeri alisveriste kazanilir. bilgi icin 4442967.cikmak icin ret boyner yazip 5956'ya gonderin.mersis no: 2969818352347142 servis saglayici:figen,1,tr
3266,mandi?? aku selesei isya mau bobo,0,tr
3267,hp 156 inc notebook ucretsiz ayni gun kargo avantajiyla 1049 tl sinirli stok acele edin URL TOKEN bitly 1afer20,1,tr
3268,"rumah&tanah yg jual,sy ayu sdh survei berminat u/membeli mslh hrg mhn hub suami 085282157222 dr.hj.sopian",1,id
3269,madame coco'da yilbasi coskusu devam ediyor! sey sey %50+%50 indirimli! mutlu yillar turkiye! (cikis:5830a mc) mersis0273065777400019 madamecoco.com,1,tr
3270,süper canım sıkıldı benim haber vermediler görüşmek üzere,0,tr
3271,leaving yet. ok lor go elsewhere n eat. u thk...,0,en
3272,"altinlarinizi getirin, gram altin olarak altin hesabiniza aktaralim. kaybolma calinma riski olmadan guvenle yatirima donusturun. www.isbank.com.tr/?issp=f7",1,tr
3273,sunshine quiz wkly q! win top sony dvd player u know country liverpool played mid week? txt ansr 82277. å£1.50 sp:tyrone,1,en
3274,"harley davidson, caterpillar, dockers scooter sezon urunlerinde yilin son firsati: aninda 50 tl indirim kuponu hediye. ustelik kargo ucretsiz n11.com/dockers",1,tr
3275,wish things different. wonder able show much value you. pls continue brisk walks drugs without askin please find things laugh about. love dearly.,0,en
3276,"gulaylar altin'dan n11.com'a ozel altin tektas yuzuk sadece 99,90tl. ustelik kargo ucretsiz! n11.com/gulaylar",1,tr
3277,sayin suleyman 23 nisan'a ozel loft'ta tum urunlerde sadece 4 gun % 30 indirim kampanyasi baslamistir.iyi alisverisler dileriz.,1,tr
3278,"is bankasi altin bulusmalari 19-20 mart'ta yatagan sbde! altin,ziynet esyalarinizi getirin,karsiligi kadar altin hesabiniza yatsin.tel:02525725085",1,tr
3279,granit tencerelerin plastik kulplusu yok,0,tr
3280,"lenovo i5, 4 gb ram, 1 tb hdd, 2 gb vga 15,6'' freedos ozellikleriyle sadece 1.329 tl! ustelik kargo ucretsiz! n11.com/lenovo",1,tr
3281,tefal shop'ta 23-24 kasim'da ogretmenlerimize ozel %25 indirim! sms almak istemiyorsaniz tefal ret yazip 2924'e gonderebilirsiniz.mersis no:0833003193000011,1,tr
3282,slm hocam ben geliyorum 12 30 ordayım,0,tr
3283,"idk. keep saying not, since moved, keep butting heads freedom vs. responsibility. i'm tired. much shit deal i'm barely keeping together gets added it.",0,en
3284,dont know come ask questions like dont mistake me.,0,en
3285,mm yes dear look hugging both. :-p,0,en
3286,kampanya:vakifbank worldcardla giyim sektorunde yapilacaginiz 50tl uzeri alisverislere +3 taksit firsati.kampanya smsi almak istemiyorsaniz vbred yazin 6757ye ucretsiz gonderin. mersis:6233294113736392. 4440724,1,tr
3287,axesse ozel 100 tlye varan chippara kampanyasi icin 15 subat son gun tiklayin firsati kacirmayin URL TOKEN bitly 1a3bzix,1,en
3288,&lt;decimal&gt; common car better buy china asia. find less expensive. i.ll holla,0,en
3289,"miles&smiles kredi karti sahipleri bonusflas'a ozel 250 tl uzeri giyim alisverisine ekstra 500 mil, toplamda 1500 mil kazaniyor! bonusflas'tan kampanyaya katilin, bir cok firsattan faydalanin! garanti.com.tr/bonus_flas detayli bilgi: milesandsmile.com",1,tr
3290,u receive msg?,0,en
3291,paraf 31 temmuza kadar paraf uyesi giyimaksesuarkozmetik magazalarinda 50tl uzeri taksitli islemlerde 4 taksit URL TOKEN urlparafcardcomtr 87,1,tr
3292,"thanks ringtone order, ref number k718. mobile charged å£4.50. tone arrive please call customer services 09065069120",1,en
3293,hafta sonu işin var enf sınav varmış senin isminide yazdırdık,0,tr
3294,yok uyumadim,0,tr
3295,234 ekim tarihlerindeki 75 tl uzeri alisverislerinize kargo bedava URL TOKEN googl mehzyf sms cikmak icin kliksa ret yaz 4933e yolla mersis0564054884900014,1,tr
3296,ben annemle babam onu sordumdu ablam,0,tr
3297,araba carefour onunde al git :) izmite geciyoruz annem icin hatirla ;) pazar gelirim ben geri :),0,tr
3298,"urgent! 1 week free membership å£100,000 prize jackpot! txt word: claim no: 81010 t&c www.dbuk.net lccltd pobox 4403ldnw1a7rw18",1,en
3299,sevgi yasta tekin acar'da bulusur. %50'ye varan sevgililer gunu indirimi seni bekliyor. iptal icin tekin acar yaz 3525'e gonder. mersis: 8191769792853252,1,tr
3300,bir gün sen kalırım :),0,tr
3301,really? crashed cuddled sofa.,0,en
3302,havalar serin gidiyor! yogun ilgi uzerine derimod depo'larda 349 tl'den baslayan deri ceketler icin son hafta. ustelik world'e ozel 8 taksit firsatiyla.,1,tr
3303,tamam zeynep abla dikkat edin hayırlı yolculuklar ;),0,tr
3304,time thinkin goin?,0,en
3305,doc prescribed morphine cause pain meds enough. waiting mom bring it. med kick fast i'm gonna try later,0,en
3306,"öğretmenler günü'ne özel,gömlek+kravat 49,90 tl.takım elbise+ gömlek+kravat 249,90 tl.30 kasım son.i̇ptal suvari yaz 3347'ye gönder.mersis:0214042424000014",1,tr
3307,sukur,0,tr
3308,plm come da. way.,0,en
3309,"sunshine hols. claim ur med holiday send stamped self address envelope drinks us uk, po box 113, bray, wicklow, eire. quiz starts saturday! unsub stop",1,en
3310,belikan mama pulsa simpati 20 ribu nomor barunya mama 081223052854. kirim secepatnya penting. hpnya orang mama pinjam,1,id
3311,"huh... hyde park mel ah, opps, got confused... anyway, tt's e best choice den juz take it...",0,en
3312,tirupur. call da.,0,en
3313,"i̇çi marmelat dolu bir cam kavanoz, gün gelir geçiciliğimizi hatırlatır bize..",0,tr
3314,busy juz dun wan 2 go early.. hee..,0,en
3315,afiye tosun,0,tr
3316,hee değişiklik olmuştur yormuştur,0,tr
3317,misplaced number sending texts old number. wondering i've heard year. best mcat. got number atlanta friends,0,en
3318,bugune ozel kacirilmayacak firsat 1099 tlye lg g2 32 gb akilli telefon ustelik 100 tl bonus hediye URL TOKEN bitly 1gpe5c8,1,tr
3319,u get message,0,en
3320,"mugla festiva altinyildiz classics'te %70'e varan büyük kis indirimi basladi. altinyildiz classics mont 199.99tl, palto 249.99tl, kaban 249.99tl. teklifleri almak istemiyorsaniz ret altinyildiz yazip 3347'ye gönderin.mersis no:0187062871800019",1,tr
3321,ga upi,0,id
3322,"can't keep going this. never intention run out, choose rather keep room clean *i* say visitors, maybe that's best choice. yes, wanted embarassed, maybe feel feel friend wants drop buy say no, happened morning. i've tried everything. know else do.",0,en
3323,"wonderful okors, great month. cherish guys wish well day. mojibiola",0,en
3324,still game?,0,en
3325,private! 2003 account statement 078,1,en
3326,"sorry earlier. putting fires.are around talk 9? actually life, lol!",0,en
3327,u mean u almost done? done wif sleeping? tot u going take nap.. yup send liao i'm picking ard 4 smth lor..,0,en
3328,"born, god said, \oh no! another idiot\"". born",0,en
3329,dont forget place many free requests 1stchoice.co.uk wish. information call 08707808226.,1,en
3330,"sweetheart, hope kind day! one loads reasons smile. biola",0,en
3331,vena magazalarinda buyuk kis indirimi basladi! %30-%40-%50 indirim firsati sizlerle! sms iptali icin vena ret yaz 7889 a gonder.mersis no:0924004278000017,1,tr
3332,"urgent! please call 09066612661 landline, complimentary 4* lux costa del sol holiday å£1000 cash await collection. ppm 150 sae t&cs james 28, eh74rr",1,en
3333,wat time ì_ finish?,0,en
3334,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex .by way this? dont know number. joke,0,en
3335,check mail.i mailed varma kept copy regarding membership.take care.insha allah.,0,en
